國際普通名稱,普通名稱,作物類別,容許量,備註
Thiamethoxam,賽速安,乾豆類,0.02,殺蟲劑
Thiamethoxam,賽速安,啤酒花,0.1,殺蟲劑
Thiamethoxam,賽速安,梅,0.5,殺蟲劑
Thiamethoxam,賽速安,梨,0.5,殺蟲劑
Thiamethoxam,賽速安,其他梨果類(李、杏、油桃、柿、桃、梅、梨、蘋果、櫻桃除外),0.3,殺蟲劑
Thiamethoxam,賽速安,甜椒,0.5,殺蟲劑
Thiamethoxam,賽速安,朝鮮薊,0.45,殺蟲劑
Thiamethoxam,賽速安,番石榴,0.2,殺蟲劑
Thiamethoxam,賽速安,番茄,0.2,殺蟲劑
Thiamethoxam,賽速安,番荔枝,1.0,殺蟲劑
Thiamethoxam,賽速安,結球萵苣,2.0,殺蟲劑
Thiamethoxam,賽速安,菊花,1.0,殺蟲劑
Thiamethoxam,賽速安,菜豆,0.02,殺蟲劑
Thiamethoxam,賽速安,菠菜,2.0,殺蟲劑
Thiamethoxam,賽速安,萊豆,0.02,殺蟲劑
Thiamethoxam,賽速安,葉用甘藷,2.0,殺蟲劑
Thiamethoxam,賽速安,葉用豌豆,2.0,殺蟲劑
Thiamethoxam,賽速安,絲瓜,0.2,殺蟲劑
Thiamethoxam,賽速安,越瓜,0.2,殺蟲劑
Thiamethoxam,賽速安,大豆,0.02,殺蟲劑
Thiamethoxam,賽速安,黃金果,1.0,殺蟲劑
Thiamethoxam,賽速安,葡萄,0.3,殺蟲劑
Thiamethoxam,賽速安,葡萄柚,0.4,殺蟲劑
Thiamethoxam,賽速安,酪梨,1.0,殺蟲劑
Thiamethoxam,賽速安,榴槤蜜,1.0,殺蟲劑
Thiamethoxam,賽速安,辣椒(乾),7.0,殺蟲劑
Thiamethoxam,賽速安,鳳梨,0.01,殺蟲劑
Thiamethoxam,賽速安,蓮霧,0.5,殺蟲劑
Thiamethoxam,賽速安,豌豆,0.02,殺蟲劑
Thiamethoxam,賽速安,樹豆(鮮),0.02,殺蟲劑
Thiamethoxam,賽速安,蕈菜類,0.7,殺蟲劑
Thiamethoxam,賽速安,翼豆,0.02,殺蟲劑
Thiamethoxam,賽速安,闊包菊,2.0,殺蟲劑
Thiamethoxam,賽速安,闊葉大豆根,0.25,殺蟲劑
Thiamethoxam,賽速安,蕹菜,2.0,殺蟲劑
Thiamethoxam,賽速安,羅勒,2.0,殺蟲劑
Thiamethoxam,賽速安,檸檬,0.5,殺蟲劑
Thiamethoxam,賽速安,蘋果,0.2,殺蟲劑
Thiamethoxam,賽速安,櫻桃,0.5,殺蟲劑
Thiamethoxam,賽速安,蠶豆(鮮),0.02,殺蟲劑
Thiamethoxam,賽速安,鷹嘴豆,0.02,殺蟲劑
Thiamethoxam,賽速安,其他(蔬果類)*,0.01*,殺蟲劑
Thiamethoxam,賽速安,其他(穀類)*,0.01*,殺蟲劑
Thiamethoxam,賽速安,其他(茶類)*,0.05*,殺蟲劑
Trifloxystrobin,三氟敏,大麥,0.1,殺菌劑
Trifloxystrobin,三氟敏,小麥,0.1,殺菌劑
Trifloxystrobin,三氟敏,小黃瓜,0.3,殺菌劑
Trifloxystrobin,三氟敏,木瓜,0.5,殺菌劑
Trifloxystrobin,三氟敏,火龍果,0.5,殺菌劑
Trifloxystrobin,三氟敏,冬瓜,0.2,殺菌劑
Trifloxystrobin,三氟敏,玉米,0.02,殺菌劑
Trifloxystrobin,三氟敏,其他瓜果類(西瓜、洋香瓜、香瓜除外),0.3,殺菌劑
Trifloxystrobin,三氟敏,其他瓜菜類(小黃瓜、胡瓜除外),0.2,殺菌劑
Trifloxystrobin,三氟敏,甘藍,0.5,殺菌劑
Trifloxystrobin,三氟敏,印度棗,0.5,殺菌劑
Trifloxystrobin,三氟敏,百合花,0.3,殺菌劑
Trifloxystrobin,三氟敏,百合鱗莖,0.02,殺菌劑
Trifloxystrobin,三氟敏,百香果 ,0.5,殺菌劑
Trifloxystrobin,三氟敏,米,0.2,殺菌劑
Trifloxystrobin,三氟敏,西瓜,0.5,殺菌劑
Trifloxystrobin,三氟敏,李,3.0,殺菌劑
Trifloxystrobin,三氟敏,杏,3.0,殺菌劑
Trifloxystrobin,三氟敏,杏仁,0.02,殺菌劑
Trifloxystrobin,三氟敏,芒果,0.7,殺菌劑
Trifloxystrobin,三氟敏,初榨橄欖油,0.9,殺菌劑
Trifloxystrobin,三氟敏,抱子甘藍,0.1,殺菌劑
Trifloxystrobin,三氟敏,枇杷,0.5,殺菌劑
Trifloxystrobin,三氟敏,油桃,3.0,殺菌劑
Trifloxystrobin,三氟敏,落花生,0.05,殺菌劑
Trifloxystrobin,三氟敏,花豆(乾),0.05,殺菌劑
Trifloxystrobin,三氟敏,芹菜,1.0,殺菌劑
Trifloxystrobin,三氟敏,金針,0.3,殺菌劑
Trifloxystrobin,三氟敏,青蔥,2.0,殺菌劑
Trifloxystrobin,三氟敏,南瓜,0.2,殺菌劑
Trifloxystrobin,三氟敏,扁蒲,0.2,殺菌劑
Trifloxystrobin,三氟敏,枸杞,0.5,殺菌劑
Trifloxystrobin,三氟敏,柿,0.5,殺菌劑
Trifloxystrobin,三氟敏,柑桔類,0.5,殺菌劑
Trifloxystrobin,三氟敏,柚子,0.5,殺菌劑
Trifloxystrobin,三氟敏,洋香瓜,0.5,殺菌劑
Trifloxystrobin,三氟敏,洋蔥,0.02,殺菌劑
Trifloxystrobin,三氟敏,紅毛丹,0.5,殺菌劑
Trifloxystrobin,三氟敏,紅棗,0.5,殺菌劑
Trifloxystrobin,三氟敏,美洲胡桃,0.02,殺菌劑
Trifloxystrobin,三氟敏,胡瓜,0.3,殺菌劑
Trifloxystrobin,三氟敏,胡蘿蔔,0.1,殺菌劑
Trifloxystrobin,三氟敏,苦瓜,0.2,殺菌劑
Trifloxystrobin,三氟敏,茄子,0.5,殺菌劑
Trifloxystrobin,三氟敏,韭菜,2.0,殺菌劑
Trifloxystrobin,三氟敏,韭菜花,2.0,殺菌劑
Trifloxystrobin,三氟敏,韭黃,2.0,殺菌劑
Trifloxystrobin,三氟敏,香瓜,0.5,殺菌劑
Trifloxystrobin,三氟敏,香瓜茄,0.5,殺菌劑
Trifloxystrobin,三氟敏,香蕉,0.5,殺菌劑
Trifloxystrobin,三氟敏,夏南瓜,0.2,殺菌劑
Trifloxystrobin,三氟敏,桃,3.0,殺菌劑
Trifloxystrobin,三氟敏,紅蔥頭,0.02,殺菌劑
Trifloxystrobin,三氟敏,珠蔥,2.0,殺菌劑
Trifloxystrobin,三氟敏,草莓,1.0,殺菌劑
Trifloxystrobin,三氟敏,荔枝 ,0.5,殺菌劑
Trifloxystrobin,三氟敏,豇豆(乾),0.05,殺菌劑
Trifloxystrobin,三氟敏,馬鈴薯,0.02,殺菌劑
Trifloxystrobin,三氟敏,隼人瓜,0.2,殺菌劑
Trifloxystrobin,三氟敏,啤酒花,30,殺菌劑
Trifloxystrobin,三氟敏,堅果類,0.02,殺菌劑
Trifloxystrobin,三氟敏,梅,3.0,殺菌劑
Trifloxystrobin,三氟敏,梨,0.5,殺菌劑
Trifloxystrobin,三氟敏,其他梨果類(印度棗、李、杏、枇杷、油桃、柿、紅棗、桃、梅、梨、櫻桃除外),0.7,殺菌劑
Trifloxystrobin,三氟敏,甜椒,0.5,殺菌劑
Trifloxystrobin,三氟敏,甜菜根,0.05,殺菌劑
Trifloxystrobin,三氟敏,野茄,0.5,殺菌劑
Trifloxystrobin,三氟敏,無花果,1.0,殺菌劑
Trifloxystrobin,三氟敏,番石榴,1.0,殺菌劑
Trifloxystrobin,三氟敏,番茄,0.5,殺菌劑
Trifloxystrobin,三氟敏,番荔枝 ,0.5,殺菌劑
Trifloxystrobin,三氟敏,絲瓜,0.2,殺菌劑
Trifloxystrobin,三氟敏,萊姆,0.5,殺菌劑
Trifloxystrobin,三氟敏,越瓜,0.2,殺菌劑
Trifloxystrobin,三氟敏,大豆,0.05,殺菌劑
Trifloxystrobin,三氟敏,楊桃,1.0,殺菌劑
Trifloxystrobin,三氟敏,葡萄,2.0,殺菌劑
Trifloxystrobin,三氟敏,葡萄(乾),5.0,殺菌劑
Trifloxystrobin,三氟敏,葡萄柚,0.5,殺菌劑
Trifloxystrobin,三氟敏,酪梨,0.5,殺菌劑
Trifloxystrobin,三氟敏,碧玉筍,0.02,殺菌劑
Trifloxystrobin,三氟敏,精製橄欖油,1.2,殺菌劑
Trifloxystrobin,三氟敏,綠豆,0.05,殺菌劑
Trifloxystrobin,三氟敏,蒜,2.0,殺菌劑
Trifloxystrobin,三氟敏,蒜頭,0.02,殺菌劑
Trifloxystrobin,三氟敏,辣椒,0.5,殺菌劑
Trifloxystrobin,三氟敏,酸漿,0.5,殺菌劑
Trifloxystrobin,三氟敏,蓮霧,1.0,殺菌劑
Trifloxystrobin,三氟敏,樹豆(乾),0.05,殺菌劑
Trifloxystrobin,三氟敏,樹番茄,0.5,殺菌劑
Trifloxystrobin,三氟敏,橄欖,0.3,殺菌劑
Trifloxystrobin,三氟敏,龍眼 ,0.5,殺菌劑
Trifloxystrobin,三氟敏,蕎頭,0.02,殺菌劑
Trifloxystrobin,三氟敏,蕗蕎,2.0,殺菌劑
Trifloxystrobin,三氟敏,檸檬,0.5,殺菌劑
Trifloxystrobin,三氟敏,蘆筍,0.05,殺菌劑
Trifloxystrobin,三氟敏,蘋果,0.7,殺菌劑
Trifloxystrobin,三氟敏,櫻桃,3.0,殺菌劑
Trifloxystrobin,三氟敏,蘿蔔,0.08,殺菌劑
Trifloxystrobin,三氟敏,蠶豆(乾),0.05,殺菌劑
Trifloxystrobin,三氟敏,其他(蔬果類)*,0.01*,殺菌劑
Trifloxystrobin,三氟敏,其他(穀類)*,0.01*,殺菌劑
Trifloxystrobin,三氟敏,其他(茶類)*,0.05*,殺菌劑
